,onset,offset,filename
0,8.135364753969242,10.438590560420835,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
1,603.6335933562248,607.9110127110634,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
2,14.267797851562477,15.912959141885068,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
3,20.467055585307435,25.15576526272679,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
4,35.789487777217715,37.43464906754028,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
5,38.26472049836187,39.74536565965218,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
6,48.24784919984876,51.37365565146166,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
7,54.86588804183464,57.33362997731848,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
8,81.01648185483867,83.15519153225802,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
9,89.41427513860884,91.71750094506041,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
10,96.65298481602815,98.05137191280238,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
11,113.79256513041827,116.09579093686989,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
12,119.63288771106346,121.19579093686991,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
13,128.24008159022168,131.44814610635075,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
14,134.49169449344748,138.93362997731845,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
15,142.32864281439004,152.6109008789062,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
16,152.6109008789062,152.52864281439003,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
17,154.21119778540816,157.33700423702106,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
18,166.00400390624992,170.6104555191531,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
19,178.81382977885573,182.43318461756542,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
20,188.1837583480342,193.3436043031753,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
21,200.2906754032257,202.67615927419342,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
22,231.15986170614906,233.79211977066518,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
23,264.885668157762,268.4227649319555,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
24,272.51325604838695,276.46164314516113,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
25,285.6745463709676,288.63583669354824,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
26,314.6144035093244,316.99988738029214,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
27,324.7545977192539,327.0578235257055,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
28,328.79271358366924,331.01368132560464,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
29,346.0669071320563,348.0411006804433,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
30,349.00574518019135,350.4863903414817,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
